Client_ID	Покупатель	Contractor_name
CL_14481	"ООО ""Ресторан"" ИНН 79359746250"	"ООО ""Ресторан"" ИНН 79359746250 ЮРЛИЦО №1"
CL_14481	"ООО ""Ресторан"" ИНН 79359746250"	"ООО ""Ресторан"" ИНН 79359746250 ЮРЛИЦО №3"
CL_14491	"ООО ""Кадр"" ИНН 82969760372"	"ООО ""Кадр"" ИНН 82969760372 ЮРЛИЦО №1"
CL_14501	"ООО ""Надежная формула"" ИНН 87793328260"	"ООО ""Надежная формула"" ИНН 87793328260 ЮРЛИЦО №1"
CL_1451	"ООО ""Список"" ИНН 96921614547"	"ООО ""Список"" ИНН 96921614547 ЮРЛИЦО №1"
CL_1451	"ООО ""Список"" ИНН 96921614547"	"ООО ""Список"" ИНН 96921614547 ЮРЛИЦО №4"
CL_14511	"ООО ""Условие"" ИНН 7962506915"	"ООО ""Условие"" ИНН 7962506915 ЮРЛИЦО №1"
CL_14521	"ООО ""Неисчерпаемое пространство"" ИНН 82716054405"	"ООО ""Неисчерпаемое пространство"" ИНН 82716054405 ЮРЛИЦО №1"
CL_14531	"ООО ""Бесповоротное стекло"" ИНН 44582081887"	"ООО ""Бесповоротное стекло"" ИНН 44582081887 ЮРЛИЦО №1"
CL_14531	"ООО ""Бесповоротное стекло"" ИНН 44582081887"	"ООО ""Бесповоротное стекло"" ИНН 44582081887 ЮРЛИЦО №3"
CL_14541	"АО ""Всемерное обстоятельство"" ИНН 13092488613"	"АО ""Всемерное обстоятельство"" ИНН 13092488613 ЮРЛИЦО №1"
CL_14551	"ООО ""Схема"" ИНН 46426195011"	"ООО ""Схема"" ИНН 46426195011 ЮРЛИЦО №1"
CL_14561	"ООО ""Объем"" ИНН 64532111486"	"ООО ""Объем"" ИНН 64532111486 ЮРЛИЦО №1"
CL_14561	"ООО ""Объем"" ИНН 64532111486"	"ООО ""Объем"" ИНН 64532111486 ЮРЛИЦО №4"
CL_14571	"ООО ""Безоговорочный статус"" ИНН 89954133212"	"ООО ""Безоговорочный статус"" ИНН 89954133212 ЮРЛИЦО №1"
CL_14581	"ООО ""План"" ИНН 8810402351"	"ООО ""План"" ИНН 8810402351 ЮРЛИЦО №1"
CL_14591	"ООО ""Бесповоротный состав"" ИНН 52638754956"	"ООО ""Бесповоротный состав"" ИНН 52638754956 ЮРЛИЦО №1"
CL_14601	"ООО ""Дело"" ИНН 34456173950"	"ООО ""Дело"" ИНН 34456173950 ЮРЛИЦО №1"
CL_1461	"ООО ""Безукоризненная сеть"" ИНН 46500561109"	"ООО ""Безукоризненная сеть"" ИНН 46500561109 ЮРЛИЦО №1"
CL_1461	"ООО ""Безукоризненная сеть"" ИНН 46500561109"	"ООО ""Безукоризненная сеть"" ИНН 46500561109 ЮРЛИЦО №4"
CL_14611	"ООО ""Прямой образец"" ИНН 73414413298"	"ООО ""Прямой образец"" ИНН 73414413298 ЮРЛИЦО №1"
CL_14611	"ООО ""Прямой образец"" ИНН 73414413298"	"ООО ""Прямой образец"" ИНН 73414413298 ЮРЛИЦО №3"
CL_14621	"ООО ""Набор"" ИНН 88594548946"	"ООО ""Набор"" ИНН 88594548946 ЮРЛИЦО №1"
CL_14631	"ООО ""Первый командир"" ИНН 4760637801"	"ООО ""Первый командир"" ИНН 4760637801 ЮРЛИЦО №1"
CL_14641	"ООО ""Безудержная дверь"" ИНН 34180755510"	"ООО ""Безудержная дверь"" ИНН 34180755510 ЮРЛИЦО №1"
CL_14651	"ООО ""Блестящий выбор"" ИНН 34099792843"	"ООО ""Блестящий выбор"" ИНН 34099792843 ЮРЛИЦО №1"
CL_14661	"ООО ""Огромная волна"" ИНН 15698694182"	"ООО ""Огромная волна"" ИНН 15698694182 ЮРЛИЦО №1"
CL_14671	"ООО ""Передача"" ИНН 86305398930"	"ООО ""Передача"" ИНН 86305398930 ЮРЛИЦО №1"
CL_14671	"ООО ""Передача"" ИНН 86305398930"	"ООО ""Передача"" ИНН 86305398930 ЮРЛИЦО №2"
CL_14681	"ООО ""Пункт"" ИНН 68692528976"	"ООО ""Пункт"" ИНН 68692528976 ЮРЛИЦО №1"
CL_14691	"АО ""Громадный лес"" ИНН 27185437194"	"АО ""Громадный лес"" ИНН 27185437194 ЮРЛИЦО №1"
CL_14691	"АО ""Громадный лес"" ИНН 27185437194"	"АО ""Громадный лес"" ИНН 27185437194 ЮРЛИЦО №2"
CL_14701	"ООО ""Начало"" ИНН 83532381266"	"ООО ""Начало"" ИНН 83532381266 ЮРЛИЦО №1"
CL_1471	"ООО ""Сила"" ИНН 28635214711"	"ООО ""Сила"" ИНН 28635214711 ЮРЛИЦО №1"
CL_14711	"АО ""Безудержное государство"" ИНН 81347284032"	"АО ""Безудержное государство"" ИНН 81347284032 ЮРЛИЦО №1"
CL_14721	"ООО ""Великая волна"" ИНН 52621929593"	"ООО ""Великая волна"" ИНН 52621929593 ЮРЛИЦО №1"
CL_14721	"ООО ""Великая волна"" ИНН 52621929593"	"ООО ""Великая волна"" ИНН 52621929593 ЮРЛИЦО №2"
CL_14731	"ООО ""Счастье"" ИНН 94146094118"	"ООО ""Счастье"" ИНН 94146094118 ЮРЛИЦО №1"
CL_14741	"ООО ""Деревня"" ИНН 11233667490"	"ООО ""Деревня"" ИНН 11233667490 ЮРЛИЦО №1"
CL_14751	"ООО ""Строительство"" ИНН 5083386880"	"ООО ""Строительство"" ИНН 5083386880 ЮРЛИЦО №1"
CL_14761	"ООО ""Солидный лист"" ИНН 83340453674"	"ООО ""Солидный лист"" ИНН 83340453674 ЮРЛИЦО №1"
CL_14771	"ПАО ""Серьезный знак"" ИНН 5111633642"	"ПАО ""Серьезный знак"" ИНН 5111633642 ЮРЛИЦО №1"
CL_14771	"ПАО ""Серьезный знак"" ИНН 5111633642"	"ПАО ""Серьезный знак"" ИНН 5111633642 ЮРЛИЦО №5"
CL_14781	"ООО ""Бесчисленный этап"" ИНН 70166750611"	"ООО ""Бесчисленный этап"" ИНН 70166750611 ЮРЛИЦО №1"
CL_14791	"ООО ""Колоссальный стул"" ИНН 57744006165"	"ООО ""Колоссальный стул"" ИНН 57744006165 ЮРЛИЦО №1"
CL_14801	"ООО ""Форма"" ИНН 55280224576"	"ООО ""Форма"" ИНН 55280224576 ЮРЛИЦО №1"
CL_1481	"АО ""Рост"" ИНН 46085288094"	"АО ""Рост"" ИНН 46085288094 ЮРЛИЦО №1"
CL_14811	"АО ""Партия"" ИНН 76070196964"	"АО ""Партия"" ИНН 76070196964 ЮРЛИЦО №1"
CL_14821	"ООО ""Набор"" ИНН 86953287643"	"ООО ""Набор"" ИНН 86953287643 ЮРЛИЦО №1"
CL_14831	"ООО ""Слово"" ИНН 68652638962"	"ООО ""Слово"" ИНН 68652638962 ЮРЛИЦО №1"
CL_14841	"ООО ""Город"" ИНН 89195387593"	"ООО ""Город"" ИНН 89195387593 ЮРЛИЦО №1"
CL_14851	"ООО ""Выбор"" ИНН 46642988488"	"ООО ""Выбор"" ИНН 46642988488 ЮРЛИЦО №1"
CL_14861	"ООО ""Художник"" ИНН 25920802362"	"ООО ""Художник"" ИНН 25920802362 ЮРЛИЦО №1"
CL_14861	"ООО ""Художник"" ИНН 25920802362"	"ООО ""Художник"" ИНН 25920802362 ЮРЛИЦО №4"
CL_14871	"ООО ""Роман"" ИНН 44013820291"	"ООО ""Роман"" ИНН 44013820291 ЮРЛИЦО №1"
CL_14871	"ООО ""Роман"" ИНН 44013820291"	"ООО ""Роман"" ИНН 44013820291 ЮРЛИЦО №2"
CL_14881	"ООО ""Отдел"" ИНН 92081418856"	"ООО ""Отдел"" ИНН 92081418856 ЮРЛИЦО №1"
CL_14891	"ООО ""Каменный театр"" ИНН 50617642106"	"ООО ""Каменный театр"" ИНН 50617642106 ЮРЛИЦО №1"
CL_14901	"ООО ""Часть"" ИНН 11486341992"	"ООО ""Часть"" ИНН 11486341992 ЮРЛИЦО №1"
CL_1491	"ООО ""Мнение"" ИНН 88895135190"	"ООО ""Мнение"" ИНН 88895135190 ЮРЛИЦО №1"
CL_14911	"ООО ""Участие"" ИНН 70923181144"	"ООО ""Участие"" ИНН 70923181144 ЮРЛИЦО №1"
CL_14911	"ООО ""Участие"" ИНН 70923181144"	"ООО ""Участие"" ИНН 70923181144 ЮРЛИЦО №4"
CL_14921	"ООО ""Школа"" ИНН 20436785735"	"ООО ""Школа"" ИНН 20436785735 ЮРЛИЦО №1"
CL_14931	"АО ""Звезда"" ИНН 12467050549"	"АО ""Звезда"" ИНН 12467050549 ЮРЛИЦО №1"
CL_14931	"АО ""Звезда"" ИНН 12467050549"	"АО ""Звезда"" ИНН 12467050549 ЮРЛИЦО №5"
CL_14941	"ООО ""Исполинский совет"" ИНН 86213832077"	"ООО ""Исполинский совет"" ИНН 86213832077 ЮРЛИЦО №1"
CL_14951	"ООО ""Черная схема"" ИНН 76364320583"	"ООО ""Черная схема"" ИНН 76364320583 ЮРЛИЦО №1"
CL_14961	"ООО ""Шанс"" ИНН 17746925460"	"ООО ""Шанс"" ИНН 17746925460 ЮРЛИЦО №1"
CL_14971	"ООО ""Курс"" ИНН 51551857975"	"ООО ""Курс"" ИНН 51551857975 ЮРЛИЦО №1"
CL_14981	"ООО ""Восторженный центр"" ИНН 22258080676"	"ООО ""Восторженный центр"" ИНН 22258080676 ЮРЛИЦО №1"
CL_14991	"ООО ""Сказочная сила"" ИНН 64581112034"	"ООО ""Сказочная сила"" ИНН 64581112034 ЮРЛИЦО №1"
CL_15001	"ООО ""Неиссякаемое мнение"" ИНН 1191541851"	"ООО ""Неиссякаемое мнение"" ИНН 1191541851 ЮРЛИЦО №1"
CL_15001	"ООО ""Неиссякаемое мнение"" ИНН 1191541851"	"ООО ""Неиссякаемое мнение"" ИНН 1191541851 ЮРЛИЦО №5"
CL_1501	"ООО ""Безупречная стена"" ИНН 78307599235"	"ООО ""Безупречная стена"" ИНН 78307599235 ЮРЛИЦО №1"
CL_15011	"ООО ""Элемент"" ИНН 5484034801"	"ООО ""Элемент"" ИНН 5484034801 ЮРЛИЦО №1"
CL_15011	"ООО ""Элемент"" ИНН 5484034801"	"ООО ""Элемент"" ИНН 5484034801 ЮРЛИЦО №2"
CL_15021	"ООО ""Непередаваемый успех"" ИНН 73990788223"	"ООО ""Непередаваемый успех"" ИНН 73990788223 ЮРЛИЦО №1"
CL_15031	"ООО ""Неограниченный факт"" ИНН 25656184350"	"ООО ""Неограниченный факт"" ИНН 25656184350 ЮРЛИЦО №1"
CL_15031	"ООО ""Неограниченный факт"" ИНН 25656184350"	"ООО ""Неограниченный факт"" ИНН 25656184350 ЮРЛИЦО №5"
CL_15041	"ООО ""Высший свет"" ИНН 11814568048"	"ООО ""Высший свет"" ИНН 11814568048 ЮРЛИЦО №1"
CL_15041	"ООО ""Высший свет"" ИНН 11814568048"	"ООО ""Высший свет"" ИНН 11814568048 ЮРЛИЦО №4"
CL_15051	"ООО ""Модель"" ИНН 96230494681"	"ООО ""Модель"" ИНН 96230494681 ЮРЛИЦО №1"
CL_15061	"ООО ""Большое сердце"" ИНН 38457025424"	"ООО ""Большое сердце"" ИНН 38457025424 ЮРЛИЦО №1"
CL_15071	"ООО ""Фигура"" ИНН 74176192998"	"ООО ""Фигура"" ИНН 74176192998 ЮРЛИЦО №1"
CL_15081	"ООО ""Беседа"" ИНН 47967546880"	"ООО ""Беседа"" ИНН 47967546880 ЮРЛИЦО №1"
CL_15091	"ООО ""Техника"" ИНН 68398072346"	"ООО ""Техника"" ИНН 68398072346 ЮРЛИЦО №1"
CL_151	"ООО ""Комиссия"" ИНН 15386719940"	"ООО ""Комиссия"" ИНН 15386719940 ЮРЛИЦО №1"
CL_151	"ООО ""Комиссия"" ИНН 15386719940"	"ООО ""Комиссия"" ИНН 15386719940 ЮРЛИЦО №3"
CL_15101	"ООО ""Буйный текст"" ИНН 78941205146"	"ООО ""Буйный текст"" ИНН 78941205146 ЮРЛИЦО №1"
CL_15101	"ООО ""Буйный текст"" ИНН 78941205146"	"ООО ""Буйный текст"" ИНН 78941205146 ЮРЛИЦО №2"
CL_1511	"ООО ""Список"" ИНН 74181677132"	"ООО ""Список"" ИНН 74181677132 ЮРЛИЦО №1"
CL_1511	"ООО ""Список"" ИНН 74181677132"	"ООО ""Список"" ИНН 74181677132 ЮРЛИЦО №4"
CL_15111	"ООО ""Победа"" ИНН 71707441564"	"ООО ""Победа"" ИНН 71707441564 ЮРЛИЦО №1"
CL_15121	"ООО ""Точка"" ИНН 77835234349"	"ООО ""Точка"" ИНН 77835234349 ЮРЛИЦО №1"
CL_15121	"ООО ""Точка"" ИНН 77835234349"	"ООО ""Точка"" ИНН 77835234349 ЮРЛИЦО №2"
CL_15131	"ПАО ""Кодекс"" ИНН 48575011812"	"ПАО ""Кодекс"" ИНН 48575011812 ЮРЛИЦО №1"
CL_15131	"ПАО ""Кодекс"" ИНН 48575011812"	"ПАО ""Кодекс"" ИНН 48575011812 ЮРЛИЦО №2"
CL_15141	"ООО ""Организация"" ИНН 79145337921"	"ООО ""Организация"" ИНН 79145337921 ЮРЛИЦО №1"
CL_15151	"АО ""Весомый выход"" ИНН 86402558427"	"АО ""Весомый выход"" ИНН 86402558427 ЮРЛИЦО №1"
CL_15161	"ООО ""Густая функция"" ИНН 403815593"	"ООО ""Густая функция"" ИНН 403815593 ЮРЛИЦО №1"
CL_15171	"ООО ""Райский шаг"" ИНН 91519194766"	"ООО ""Райский шаг"" ИНН 91519194766 ЮРЛИЦО №1"
CL_15181	"ООО ""Животная беседа"" ИНН 89503984698"	"ООО ""Животная беседа"" ИНН 89503984698 ЮРЛИЦО №1"
CL_15191	"ПАО ""Помощь"" ИНН 46858520406"	"ПАО ""Помощь"" ИНН 46858520406 ЮРЛИЦО №1"
CL_15201	"ПАО ""Редкий лидер"" ИНН 94711828942"	"ПАО ""Редкий лидер"" ИНН 94711828942 ЮРЛИЦО №1"
CL_1521	"ООО ""Сторона"" ИНН 36055491763"	"ООО ""Сторона"" ИНН 36055491763 ЮРЛИЦО №1"
CL_15211	"ООО ""Могучий стол"" ИНН 37588634438"	"ООО ""Могучий стол"" ИНН 37588634438 ЮРЛИЦО №1"
CL_15221	"ООО ""Доктор"" ИНН 5746924081"	"ООО ""Доктор"" ИНН 5746924081 ЮРЛИЦО №1"
CL_15221	"ООО ""Доктор"" ИНН 5746924081"	"ООО ""Доктор"" ИНН 5746924081 ЮРЛИЦО №4"
CL_15231	"ООО ""Наивысший сад"" ИНН 96129811981"	"ООО ""Наивысший сад"" ИНН 96129811981 ЮРЛИЦО №1"
CL_15241	"ООО ""Круглый час"" ИНН 45827815387"	"ООО ""Круглый час"" ИНН 45827815387 ЮРЛИЦО №1"
CL_15251	"ООО ""Ослепительный пункт"" ИНН 8037137935"	"ООО ""Ослепительный пункт"" ИНН 8037137935 ЮРЛИЦО №1"
CL_15261	"АО ""Выход"" ИНН 85020458499"	"АО ""Выход"" ИНН 85020458499 ЮРЛИЦО №1"
CL_15261	"АО ""Выход"" ИНН 85020458499"	"АО ""Выход"" ИНН 85020458499 ЮРЛИЦО №2"
CL_15271	"ООО ""Богатая возможность"" ИНН 36656661017"	"ООО ""Богатая возможность"" ИНН 36656661017 ЮРЛИЦО №1"
CL_15271	"ООО ""Богатая возможность"" ИНН 36656661017"	"ООО ""Богатая возможность"" ИНН 36656661017 ЮРЛИЦО №5"
CL_15281	"ООО ""Безупречный смысл"" ИНН 3911044642"	"ООО ""Безупречный смысл"" ИНН 3911044642 ЮРЛИЦО №1"
CL_15291	"ООО ""Неиссякаемый герой"" ИНН 31610836225"	"ООО ""Неиссякаемый герой"" ИНН 31610836225 ЮРЛИЦО №1"
CL_15301	"ООО ""Мнение"" ИНН 79833039774"	"ООО ""Мнение"" ИНН 79833039774 ЮРЛИЦО №1"
CL_1531	"ООО ""Схема"" ИНН 35346665480"	"ООО ""Схема"" ИНН 35346665480 ЮРЛИЦО №1"
CL_15311	"ПАО ""Веская бутылка"" ИНН 28499974750"	"ПАО ""Веская бутылка"" ИНН 28499974750 ЮРЛИЦО №1"
CL_15311	"ПАО ""Веская бутылка"" ИНН 28499974750"	"ПАО ""Веская бутылка"" ИНН 28499974750 ЮРЛИЦО №2"
