Product_key	Название товара	Название бренда	Группа товара
3703_9_120	"Карандаш акварельный ""Albrecht Durer"", (№180), умбра жженая"	Faber-Castell	Графические материалы-акварельные-штуки
3704_9_120	"Карандаш акварельный ""Albrecht Durer"", (№182), охра коричневая"	Faber-Castell	Графические материалы-акварельные-штуки
3705_9_120	"Карандаш акварельный ""Albrecht Durer"", (№186), терракотовый"	Faber-Castell	Графические материалы-акварельные-штуки
3706_9_120	"Карандаш акварельный ""Albrecht Durer"", (№187), охра жженая"	Faber-Castell	Графические материалы-акварельные-штуки
3707_9_120	"Карандаш акварельный ""Albrecht Durer"", (№268), зеленый золотой"	Faber-Castell	Графические материалы-акварельные-штуки
3708_9_120	"Карандаш акварельный ""Albrecht Durer"", (№271), серый теплый 2"	Faber-Castell	Графические материалы-акварельные-штуки
3709_9_120	"Карандаш акварельный ""Albrecht Durer"", (№273), серый теплый 4"	Faber-Castell	Графические материалы-акварельные-штуки
3710_9_120	"Карандаш акварельный ""Albrecht Durer"", (№283), сиеная жженая"	Faber-Castell	Графические материалы-акварельные-штуки
3711_1_4	Кисть синтетика круглая серия 1210 №00	Живописные кисти	Кисти-Акварель-Синтетика
3712_2_3	"Кисть синтетика плоская b=4,20мм L=11мм ""Галерея"" серия 204 №02"	Гамма	Кисти-Масло-Синтетика
3713_104_24	Линейка масшт. инж., пластик, трехгр, 6 масшт.: 1:20 1:25 1:50 1:75 1:100 1:125,	Domingo Ferrer	Черчение-Линейки
3714_3_5	Бумага рисовальная 130г/кв.м, 210х297мм жемчужно-белый	Сонет	z-Уценка
3715_32_48	"Лак акриловый  ""Хобби Лайн"", банка стекло 50мл, шелковисто-глянцевый"	Kreul	ВС универсальные покрывные
3716_32_48	"Лак акриловый на осн. синт. смол ""Хобби Лайн"", банка стекло 50мл, бесцветный шел"	Kreul	ВС универсальные покрывные
3717_34_285	Пенал для кистей, 750х100х40мм, дерево	Arti	Сумки-Пеналы
3718_94_213	Картон грунт. акриловый, одностороний, 350х450 мм	ИП Ионицой	Основы-Картон грунтованный
3719_94_213	Картон грунт. акриловый, одностороний, 600х800 мм	ИП Ионицой	Основы-Картон грунтованный
3720_1_92	Кисть щетина плоская серия 2622 (2620) №06	Живописные кисти	Кисти-Акварель- Щетина
3721_36_16	Папка на молнии А1, ткань, черный	Вельможа	Сумки-на молнии ткань/кожа
3722_18_5	"Контур по ткани ""Decola"", туба 18мл, розовый (цв.№322)"	ЗХК	z-Уценка
3723_18_5	"Краска по ткани ""Decola"", банка 50мл, перламутровый, оранжевый (цв.№315)"	ЗХК	z-Уценка
3724_18_5	"Краска по ткани ""Decola"", банка 50мл, перламутровый,желтый(цв.№221)"	ЗХК	z-Уценка
3725_18_5	"Краска по ткани ""Decola"", банка 50мл, флуоресцентный, зеленый(цв.№725)"	ЗХК	z-Уценка
3726_18_5	"Краска по ткани ""Decola"", банка 50мл, флуоресцентный, красный(цв.№331)"	ЗХК	z-Уценка
3727_63_138	"Маркер для текстиля ""Edding 4600"", d:1мм, зеленый"	Edding	Графические материалы-маркеры-маркеры
3728_63_138	"Маркер для текстиля ""Edding 4600"", d:1мм, неоновый оранжевый"	Edding	Графические материалы-маркеры-маркеры
3729_63_138	"Маркер для текстиля ""Edding 4600"", d:1мм, неоновый розовый"	Edding	Графические материалы-маркеры-маркеры
3730_63_138	"Маркер для текстиля ""Edding 4600"", d:1мм, неоновый фиолетовый"	Edding	Графические материалы-маркеры-маркеры
3731_63_138	"Маркер для текстиля ""Edding 4600"", d:1мм, салатовый"	Edding	Графические материалы-маркеры-маркеры
3732_9_246	"Маркер текст.офисный ""Faber-Castell"", заправ., голубой"	Faber-Castell	Канцелярские товары-маркеры
3733_21_35	Зажим пружинный 44мм большой, 1-отверстие, металл	Лион Арт Сервис	Подрамники, рамы-рамы-Фурнитура (клинья, подвески)
3734_28_9	Картон пивной, 70х100см, толщина 1.15мм	Полиграфресурсы	Бумага-вывод- в листах
3735_16_55	Паста бронза жидкая, банка стекло 40мл, золото (цв.№ 4)	Ferrario	ВС прочие - расформировать
3736_16_55	Паста бронза жидкая, банка стекло 40мл, серебро (цв.№ 1)	Ferrario	ВС прочие - расформировать
3737_6_39	Пенокартон белый 0,3см 813х1016мм глянцевый	Daler-rowney	Бумага-Картон-пенокартон
3738_12_17	"Акрил ""Polycolor 3D"", банка 140мл, черная (цв.№530)"	Maimeri	Живопись-Акрил стандарт - Polycolor 3D Maimeri банка
3739_17_65	"Скобы закаленные""Профи"", тип 53, 10мм, 1000шт"	Stayer	Основы-Аксессуары для холстов
3740_29_73	"Набор пастели сухой  ""Toison D""or"" (24цв.), карт. коробка"	Koh-i-Noor	Графические материалы-пастель-сухая
3741_4_6	Рама со стеклом 20х25см (Б307), профиль прямой, дерево цв. коричневый	Двуреченский	Подрамники, рамы-рамы-окрашенные со стеклом
